Year,College Code,College Desc,Major Code,Major Desc,Count
2016,LA,"College of Letters, Arts, & Sciences",PHY,Physics,83
2016,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,211
2016,LA,"College of Letters, Arts, & Sciences",PSCL,PCert-Speech-Lang Pathlgy Asst,2
2016,LA,"College of Letters, Arts, & Sciences",PSWK,Prep Master Social Work,2
2016,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,999
2016,LA,"College of Letters, Arts, & Sciences",RECR,Recreation Professions,1
2016,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,141
2016,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,119
2016,LA,"College of Letters, Arts, & Sciences",SPC,Speech Communication,200
2016,LA,"College of Letters, Arts, & Sciences",SWK,Social Work,292
2016,LA,"College of Letters, Arts, & Sciences",THE,Theatre,131
2016,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,964
2016,LA,"College of Letters, Arts, & Sciences",UNSW,Undeclared Social Work,46
2016,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,30
2016,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,101
2016,HS,College of Health & Applied Science,AMG,Aviation Management,10
2016,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,330
2016,HS,College of Health & Applied Science,ATH,Athletic Training,191
2016,HS,College of Health & Applied Science,ATV,Aviation Technology,43
2016,HS,College of Health & Applied Science,BRWO,Brewery Operations,32
2016,HS,College of Health & Applied Science,BRWP,Brew Pub Operations,5
2016,HS,College of Health & Applied Science,CBRW,Certificate-Brewing Science,4
2016,HS,College of Health & Applied Science,CEE,Certificate-Electric Engg Tech,1
2016,HS,College of Health & Applied Science,CEM,Certificate-Events Management,4
2016,HS,College of Health & Applied Science,CET,Civil Engineering Technology,206
2016,HS,College of Health & Applied Science,CEVT,Certificate-Event & Meeting Mg,1
2016,HS,College of Health & Applied Science,CHDS,Certificate-HealthDataScience,3
2016,HS,College of Health & Applied Science,CHM,Certificate-Hotel Management,1
2016,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,982
2016,HS,College of Health & Applied Science,CNPS,Certificate-Nonprofit Studies,2
2016,HS,College of Health & Applied Science,CRM,Certificate-Restaurant Mgmt,1
2016,HS,College of Health & Applied Science,CWC,Certificate-Wellness Coaching,1
2016,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,205
2016,HS,College of Health & Applied Science,EVTM,Event & Meeting Management,126
2016,HS,College of Health & Applied Science,HCIS,Health Care Information System,6
2016,HS,College of Health & Applied Science,HCM,Health Care Management,273
2016,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,432
2016,HS,College of Health & Applied Science,HPS,Human Performance & Sport,574
2016,HS,College of Health & Applied Science,HSP,Human Services,355
2016,HS,College of Health & Applied Science,HTE,"Hospitality, Tourism & Events",411
2016,HS,College of Health & Applied Science,IDP,Individualized Degree Program,176
2016,HS,College of Health & Applied Science,IHC,Integrative Health Care,122
2016,HS,College of Health & Applied Science,IND,Industrial Design,197
2016,HS,College of Health & Applied Science,ITP,Integrative Therapeutic Pract,75
2016,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,276
2016,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,368
2016,HS,College of Health & Applied Science,NUR,Nursing,232
2016,HS,College of Health & Applied Science,RECR,Recreation Professions,100
2016,HS,College of Health & Applied Science,SED,Special Education,7
2016,HS,College of Health & Applied Science,TCM,Technical Communications,135
2016,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,647
2017,0,No College Designated,0,Non-Degree Seeking,415
2017,BU,College of Business,ACC,Accounting,660
2017,BU,College of Business,CEP,Certificate-Entrepreneurship,1
2017,BU,College of Business,CIN,Computer Information Systems,508
2017,BU,College of Business,ECO,Economics,130
2017,BU,College of Business,ENT,Entrepreneurship,113
2017,BU,College of Business,FIN,Finance,418
2017,BU,College of Business,GBS,Global Business Studies,30
2017,BU,College of Business,IBM,International Business,64
2017,BU,College of Business,IDP,Individualized Degree Program,46
2017,BU,College of Business,MGT,Management,863
2017,BU,College of Business,MKT,Marketing,543
2017,BU,College of Business,PACC,Prep Master Accounting,11
2017,BU,College of Business,PCEP,PCert-Entrepreneurship,3
2017,BU,College of Business,PCFP,PCert-Personal Financial Plan,2
2017,BU,College of Business,PCSA,PCert-Sales,3
2017,ED,School of Education,EDPB,SOE Applicant-Post-bac,41
2017,ED,School of Education,EDU,Elementary Education,279
2017,ED,School of Education,ELCE,Early Childhood Education,204
2017,ED,School of Education,IDP,Individualized Degree Program,13
2017,ED,School of Education,LECE,Licensure-Early Childhood Educ,10
2017,ED,School of Education,LEDS,Licensure-Secondary Education,58
2017,ED,School of Education,LEED,Licensure-Elementary Education,19
2017,ED,School of Education,LK12,Licensure-K-12 Education,30
2017,ED,School of Education,LSPL,Licensure-Special Education,6
2017,ED,School of Education,LTIR,Licensure-Teacher in Residence,81
2017,ED,School of Education,PETE,K-12 Physical Education,18
2017,ED,School of Education,PTED,Prep Master Teacher Ed,6
2017,ED,School of Education,SED,Special Education,126
2017,ED,School of Education,TLC,Pre-Early Childhood Education,1
2017,ED,School of Education,TLK,Pre-K-12 Education,3
2017,ED,School of Education,TLS,Pre-Secondary Education,4
2017,ED,School of Education,UNED,"Education, Undeclared",76
2017,LA,"College of Letters, Arts, & Sciences",AAS,African American Studies,4
2017,LA,"College of Letters, Arts, & Sciences",AFS,Africana Studies,10
2017,LA,"College of Letters, Arts, & Sciences",ANT,Anthropology,97
2017,LA,"College of Letters, Arts, & Sciences",ART,Art,486
2017,LA,"College of Letters, Arts, & Sciences",ARTE,Art Education,6
2017,LA,"College of Letters, Arts, & Sciences",ARTH,"ArtHistory,Theory&Criticism",28
2017,LA,"College of Letters, Arts, & Sciences",BCHM,Biochemistry,131
2017,LA,"College of Letters, Arts, & Sciences",BHS,Behavioral Science,12
2017,LA,"College of Letters, Arts, & Sciences",BIO,Biology,1174
2017,LA,"College of Letters, Arts, & Sciences",CDES,Communication Design,44
2017,LA,"College of Letters, Arts, & Sciences",CGIS,Certificate-Geographic Info Sy,1
2017,LA,"College of Letters, Arts, & Sciences",CHE,Chemistry,177
2017,LA,"College of Letters, Arts, & Sciences",CHS,Chicano Studies,17
2017,LA,"College of Letters, Arts, & Sciences",COMS,Communication Studies,211
2017,HS,College of Health & Applied Science,CS,Computer Science,604
2017,HS,College of Health & Applied Science,CSI,Computer Science,27
2017,LA,"College of Letters, Arts, & Sciences",CSL,Certificate-SpcLangPathlgyAsst,1
2017,LA,"College of Letters, Arts, & Sciences",CSS,Certificate-SLHS-Leveling,1
2017,LA,"College of Letters, Arts, & Sciences",EDPB,SOE Applicant-Post-bac,1
2017,LA,"College of Letters, Arts, & Sciences",ENG,English,422
2017,LA,"College of Letters, Arts, & Sciences",ENT,Entrepreneurship,1
2017,LA,"College of Letters, Arts, & Sciences",ENV,Environmental Science,246
2017,LA,"College of Letters, Arts, & Sciences",GEG,Geography,34
2017,LA,"College of Letters, Arts, & Sciences",GELA,Applied Geology,34
2017,LA,"College of Letters, Arts, & Sciences",GSS,Geospatial Sciences,33
2017,LA,"College of Letters, Arts, & Sciences",GWS,Gndr Women Sexualities Studies,12
2017,LA,"College of Letters, Arts, & Sciences",HDV,Human Development,187
2017,LA,"College of Letters, Arts, & Sciences",HIS,History,344
2017,LA,"College of Letters, Arts, & Sciences",IDP,Individualized Degree Program,148
2017,LA,"College of Letters, Arts, & Sciences",IDPD,IDP - DIME,1
2017,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,2
2017,LA,"College of Letters, Arts, & Sciences",LIN,Linguistics,44
2017,LA,"College of Letters, Arts, & Sciences",LUS,Land Use,25
2017,LA,"College of Letters, Arts, & Sciences",MDL,Modern Languages,134
2017,LA,"College of Letters, Arts, & Sciences",MED,Music Education,114
2017,LA,"College of Letters, Arts, & Sciences",MET,Mechanical Engineering Tech,1
2017,LA,"College of Letters, Arts, & Sciences",MTH,Mathematics,219
2017,LA,"College of Letters, Arts, & Sciences",MTR,Meteorology,50
2017,LA,"College of Letters, Arts, & Sciences",MUS,Music,266
2017,LA,"College of Letters, Arts, & Sciences",PCGI,PCert-Geographic Info Systems,3
2017,LA,"College of Letters, Arts, & Sciences",PCSS,PCert-SLHS-Leveling,1
2017,LA,"College of Letters, Arts, & Sciences",PHI,Philosophy,48
2017,LA,"College of Letters, Arts, & Sciences",PHY,Physics,78
2017,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,191
2017,LA,"College of Letters, Arts, & Sciences",PSCL,PCert-Speech-Lang Pathlgy Asst,4
2017,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,934
2017,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,125
2017,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,116
2017,LA,"College of Letters, Arts, & Sciences",SPC,Speech Communication,98
2017,LA,"College of Letters, Arts, & Sciences",SWK,Social Work,1
2017,LA,"College of Letters, Arts, & Sciences",THE,Theatre,136
2017,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,916
2017,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,25
2017,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,106
2017,HS,College of Health & Applied Science,AMG,Aviation Management,7
2017,HS,College of Health & Applied Science,AMS,Advncd Manufacturing Sciences,14
2017,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,393
2017,HS,College of Health & Applied Science,ATH,Athletic Training,92
2017,HS,College of Health & Applied Science,ATP,Athletic Training,70
2017,HS,College of Health & Applied Science,ATV,Aviation Technology,15
2017,HS,College of Health & Applied Science,BRWO,Brewery Operations,57
2017,HS,College of Health & Applied Science,BRWP,Brew Pub Operations,8
2017,HS,College of Health & Applied Science,CBPO,Craft Brewing & Pub Operations,5
2017,HS,College of Health & Applied Science,CBRW,Certificate-Brewing Science,3
2017,HS,College of Health & Applied Science,CEE,Certificate-Electric Engg Tech,1
2017,HS,College of Health & Applied Science,CET,Civil Engineering Technology,217
2017,HS,College of Health & Applied Science,CEVT,Certificate-Event & Meeting Mg,1
2017,HS,College of Health & Applied Science,CHDS,Certificate-HealthDataScience,4
2017,HS,College of Health & Applied Science,CHM,Certificate-Hotel Management,1
2017,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,919
2017,HS,College of Health & Applied Science,CNPS,Certificate-Nonprofit Studies,1
2017,HS,College of Health & Applied Science,COMS,Communication Studies,1
2017,HS,College of Health & Applied Science,CPE,Computer Engineering,1
2017,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,14
2017,HS,College of Health & Applied Science,CSC,Certificate-Space Commercltzn,1
2017,HS,College of Health & Applied Science,CWC,Certificate-Wellness Coaching,2
2017,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,204
2017,HS,College of Health & Applied Science,EVE,Environmental Engineering,6
2017,HS,College of Health & Applied Science,EVTM,Event & Meeting Management,173
2017,HS,College of Health & Applied Science,EXS,Exercise Science,93
2017,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,51
2017,HS,College of Health & Applied Science,HCIS,Health Care Information System,20
2017,HS,College of Health & Applied Science,HCM,Health Care Management,241
2017,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,11
2017,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,372
2017,HS,College of Health & Applied Science,HPS,Human Performance & Sport,429
2017,HS,College of Health & Applied Science,HSP,Human Services,322
2017,HS,College of Health & Applied Science,HTE,"Hospitality, Tourism & Events",234
2017,HS,College of Health & Applied Science,HTL,Hotel Management,26
2017,HS,College of Health & Applied Science,IDP,Individualized Degree Program,124
2017,HS,College of Health & Applied Science,IHC,Integrative Health Care,143
2017,HS,College of Health & Applied Science,IND,Industrial Design,200
2017,HS,College of Health & Applied Science,ITP,Integrative Therapeutic Pract,32
2017,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,239
2017,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,395
2017,HS,College of Health & Applied Science,NUR,Nursing,226
2017,HS,College of Health & Applied Science,PCBR,PCert-Brewing Science,3
2017,HS,College of Health & Applied Science,PCEE,PCert-Electrical EngineerTech,1
2017,HS,College of Health & Applied Science,PCEV,PCert-Event & Meeting Mgt,3
2017,HS,College of Health & Applied Science,PCHD,PCert-Health Data Science,1
2017,HS,College of Health & Applied Science,PCME,PCert-AddManufacturingEngineer,2
2017,HS,College of Health & Applied Science,PCNP,PCert-Nonprofit Studies,1
2017,HS,College of Health & Applied Science,PCOR,PCert-Outdoor Rec Leadership,2
2017,HS,College of Health & Applied Science,PCTM,PCert-Tourism Management,1
2017,HS,College of Health & Applied Science,PSWK,Prep Master Social Work,3
2017,HS,College of Health & Applied Science,RECR,Recreation Professions,89
2017,HS,College of Health & Applied Science,RST,Restaurant Management,8
2017,HS,College of Health & Applied Science,SM,Sport Management,38
2017,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,9
2017,HS,College of Health & Applied Science,SWK,Social Work,243
2017,HS,College of Health & Applied Science,TCM,Technical Communications,116
2017,HS,College of Health & Applied Science,TTM,Travel and Tourism Management,19
2017,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,683
2017,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,153
2018,0,No College Designated,0,Non-Degree Seeking,387
2018,0,No College Designated,PUND,Prep External,37
2018,BU,College of Business,ACC,Accounting,623
2018,BU,College of Business,CEP,Certificate-Entrepreneurship,1
2018,BU,College of Business,CFP,Certificate-Persnl Fin Planng,1
2018,BU,College of Business,CIN,Computer Information Systems,493
2018,BU,College of Business,ECO,Economics,88
2018,BU,College of Business,ENT,Entrepreneurship,201
2018,BU,College of Business,FIN,Finance,410
2018,BU,College of Business,GBS,Global Business Studies,35
2018,BU,College of Business,IBM,International Business,100
2018,BU,College of Business,IDP,Individualized Degree Program,29
2018,BU,College of Business,MGT,Management,808
2018,BU,College of Business,MKT,Marketing,536
2018,BU,College of Business,PACC,Prep Master Accounting,16
2018,BU,College of Business,PCEP,PCert-Entrepreneurship,3
2018,BU,College of Business,PCFP,PCert-Personal Financial Plan,2
2018,BU,College of Business,PCSA,PCert-Sales,4
2018,ED,School of Education,ART,Art,1
2018,ED,School of Education,EDPB,SOE Applicant-Post-bac,10
2018,ED,School of Education,EDU,Elementary Education,326
2018,ED,School of Education,ELCE,Early Childhood Education,191
2018,ED,School of Education,IDP,Individualized Degree Program,10
2018,ED,School of Education,LECE,Licensure-Early Childhood Educ,5
2018,ED,School of Education,LEDS,Licensure-Secondary Education,51
2018,ED,School of Education,LEED,Licensure-Elementary Education,9
2018,ED,School of Education,LK12,Licensure-K-12 Education,18
2018,ED,School of Education,LSPL,Licensure-Special Education,4
2018,ED,School of Education,LTIR,Licensure-Teacher in Residence,91
2018,ED,School of Education,PETE,K-12 Physical Education,58
2018,ED,School of Education,SED,Special Education,104
2018,ED,School of Education,TLK,Pre-K-12 Education,1
2018,ED,School of Education,TLS,Pre-Secondary Education,4
2018,ED,School of Education,UNED,"Education, Undeclared",97
2018,LA,"College of Letters, Arts, & Sciences",AFS,Africana Studies,11
2018,LA,"College of Letters, Arts, & Sciences",ANT,Anthropology,121
2018,LA,"College of Letters, Arts, & Sciences",ART,Art,396
2018,LA,"College of Letters, Arts, & Sciences",ARTE,Art Education,33
2018,LA,"College of Letters, Arts, & Sciences",ARTH,"ArtHistory,Theory&Criticism",24
2018,LA,"College of Letters, Arts, & Sciences",BCHM,Biochemistry,146
2018,LA,"College of Letters, Arts, & Sciences",BHS,Behavioral Science,6
2018,LA,"College of Letters, Arts, & Sciences",BIO,Biology,1031
2018,LA,"College of Letters, Arts, & Sciences",CDES,Communication Design,60
2018,LA,"College of Letters, Arts, & Sciences",CGIS,Certificate-Geographic Info Sy,2
2018,LA,"College of Letters, Arts, & Sciences",CHE,Chemistry,161
2018,LA,"College of Letters, Arts, & Sciences",CHS,Chicano Studies,14
2018,LA,"College of Letters, Arts, & Sciences",COMS,Communication Studies,272
2018,HS,College of Health & Applied Science,CS,Computer Science,604
2018,HS,College of Health & Applied Science,CSI,Computer Science,12
2018,LA,"College of Letters, Arts, & Sciences",CST,Certificate-Span Transltn Prog,2
2018,LA,"College of Letters, Arts, & Sciences",ENG,English,421
2018,LA,"College of Letters, Arts, & Sciences",ENT,Entrepreneurship,1
2018,LA,"College of Letters, Arts, & Sciences",ENV,Environmental Science,226
2018,LA,"College of Letters, Arts, & Sciences",GEG,Geography,43
2018,LA,"College of Letters, Arts, & Sciences",GELA,Applied Geology,43
2018,LA,"College of Letters, Arts, & Sciences",GSS,Geospatial Sciences,29
2018,LA,"College of Letters, Arts, & Sciences",GWS,Gndr Women Sexualities Studies,26
2018,LA,"College of Letters, Arts, & Sciences",HDV,Human Development,128
2018,LA,"College of Letters, Arts, & Sciences",HIS,History,304
2018,LA,"College of Letters, Arts, & Sciences",IDP,Individualized Degree Program,112
2018,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,3
2018,LA,"College of Letters, Arts, & Sciences",LIN,Linguistics,48
2018,LA,"College of Letters, Arts, & Sciences",LUS,Land Use,5
2018,LA,"College of Letters, Arts, & Sciences",MDL,Modern Languages,106
2018,LA,"College of Letters, Arts, & Sciences",MED,Music Education,120
2018,LA,"College of Letters, Arts, & Sciences",MTH,Mathematics,200
2018,LA,"College of Letters, Arts, & Sciences",MTR,Meteorology,55
2018,LA,"College of Letters, Arts, & Sciences",MUS,Music,294
2018,LA,"College of Letters, Arts, & Sciences",PCBA,PCert-BilingualEdSpecAgency,1
2018,LA,"College of Letters, Arts, & Sciences",PCSS,PCert-SLHS-Leveling,2
2018,LA,"College of Letters, Arts, & Sciences",PCST,PCert-Spanish Translation Prog,1
2018,LA,"College of Letters, Arts, & Sciences",PHI,Philosophy,40
2018,LA,"College of Letters, Arts, & Sciences",PHY,Physics,62
2018,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,201
2018,LA,"College of Letters, Arts, & Sciences",PSCL,PCert-Speech-Lang Pathlgy Asst,7
2018,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,905
2018,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,109
2018,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,103
2018,LA,"College of Letters, Arts, & Sciences",SPC,Speech Communication,41
2018,LA,"College of Letters, Arts, & Sciences",THE,Theatre,127
2018,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,852
2018,LA,"College of Letters, Arts, & Sciences",UNDM,Pre-DIME,1
2018,LA,"College of Letters, Arts, & Sciences",UNID,Undeclared IDP,55
2018,LA,"College of Letters, Arts, & Sciences",UNSW,Undeclared Social Work,2
2018,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,12
2018,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,100
2018,HS,College of Health & Applied Science,AMG,Aviation Management,3
2018,HS,College of Health & Applied Science,AMS,Advncd Manufacturing Sciences,37
2018,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,475
2018,HS,College of Health & Applied Science,ATH,Athletic Training,50
2018,HS,College of Health & Applied Science,ATP,Athletic Training,104
2018,HS,College of Health & Applied Science,ATV,Aviation Technology,5
2018,HS,College of Health & Applied Science,BJRN,Broadcast Journalism,29
2018,HS,College of Health & Applied Science,BRWO,Brewery Operations,53
2018,HS,College of Health & Applied Science,BRWP,Brew Pub Operations,2
2018,HS,College of Health & Applied Science,CBPO,Craft Brewing & Pub Operations,14
2018,HS,College of Health & Applied Science,CEE,Certificate-Electric Engg Tech,1
2018,HS,College of Health & Applied Science,CET,Civil Engineering Technology,213
2018,HS,College of Health & Applied Science,CHDS,Certificate-HealthDataScience,2
2018,HS,College of Health & Applied Science,CHM,Certificate-Hotel Management,1
2018,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,928
2018,HS,College of Health & Applied Science,CPE,Computer Engineering,65
2018,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,91
2018,HS,College of Health & Applied Science,CRM,Certificate-Restaurant Mgmt,1
2018,HS,College of Health & Applied Science,CWC,Certificate-Wellness Coaching,2
2018,HS,College of Health & Applied Science,CWS,Certificate-Water Studies,1
2018,HS,College of Health & Applied Science,CYB,Cybersecurity,57
2018,HS,College of Health & Applied Science,DANC,Dance,18
2018,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,188
2018,HS,College of Health & Applied Science,EVE,Environmental Engineering,46
2018,HS,College of Health & Applied Science,EVTM,Event & Meeting Management,184
2018,HS,College of Health & Applied Science,EXS,Exercise Science,242
2018,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,77
2018,HS,College of Health & Applied Science,HCIS,Health Care Information System,15
2018,HS,College of Health & Applied Science,HCM,Health Care Management,245
2018,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,67
2018,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,329
2018,HS,College of Health & Applied Science,HPS,Human Performance & Sport,191
2018,HS,College of Health & Applied Science,HSP,Human Services,292
2018,HS,College of Health & Applied Science,HTE,"Hospitality, Tourism & Events",94
2018,HS,College of Health & Applied Science,HTL,Hotel Management,74
2018,HS,College of Health & Applied Science,IDP,Individualized Degree Program,98
2018,HS,College of Health & Applied Science,IHC,Integrative Health Care,161
2018,HS,College of Health & Applied Science,IND,Industrial Design,209
2018,HS,College of Health & Applied Science,ITP,Integrative Therapeutic Pract,15
2018,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,174
2018,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,370
2018,HS,College of Health & Applied Science,NUR,Nursing,212
2018,HS,College of Health & Applied Science,PCAM,PCert-Airport Management,3
2018,HS,College of Health & Applied Science,PCBO,PCert-Brewery Operations,9
2018,HS,College of Health & Applied Science,PCCT,PCert-Corporate Travel,2
2018,HS,College of Health & Applied Science,PCEE,PCert-Electrical EngineerTech,1
2018,HS,College of Health & Applied Science,PCEV,PCert-Event & Meeting Mgt,1
2018,HS,College of Health & Applied Science,PCHM,PCert-Hotel Management,2
2018,HS,College of Health & Applied Science,PCME,PCert-AddManufacturingEngineer,4
2018,HS,College of Health & Applied Science,PCNP,PCert-Nonprofit Studies,4
2018,HS,College of Health & Applied Science,PCOR,PCert-Outdoor Rec Leadership,2
2018,HS,College of Health & Applied Science,PCRM,PCert-Restaurant Management,1
2018,HS,College of Health & Applied Science,PCSC,PCert-Space Commercialization,1
2018,HS,College of Health & Applied Science,PCTR,PCert-Travel Consultant,1
2018,HS,College of Health & Applied Science,PSWK,Prep Master Social Work,3
2018,HS,College of Health & Applied Science,RECR,Recreation Professions,69
2018,HS,College of Health & Applied Science,RST,Restaurant Management,42
2018,HS,College of Health & Applied Science,SED,Special Education,1
2018,HS,College of Health & Applied Science,SM,Sport Management,136
2018,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,20
2018,HS,College of Health & Applied Science,SWK,Social Work,227
2018,HS,College of Health & Applied Science,TCM,Technical Communications,117
2018,HS,College of Health & Applied Science,TTM,Travel and Tourism Management,31
2018,HS,College of Health & Applied Science,UND,Undeclared,2
2018,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,706
2018,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,176
2019,0,No College Designated,0,Non-Degree Seeking,507
2019,0,No College Designated,PUND,Prep External,40
2019,BU,College of Business,ACC,Accounting,645
2019,BU,College of Business,BNK,Banking,5
2019,BU,College of Business,CIM,Computer Info Syst & Mgt Sci,1
2019,BU,College of Business,CIN,Computer Information Systems,420
2019,HS,College of Health & Applied Science,CS,Computer Science,1
2019,BU,College of Business,ECO,Economics,99
2019,BU,College of Business,ENT,Entrepreneurship,248
2019,BU,College of Business,FIN,Finance,398
2019,BU,College of Business,GBS,Global Business Studies,46
2019,BU,College of Business,IBM,International Business,122
2019,BU,College of Business,IDP,Individualized Degree Program,9
2019,BU,College of Business,MGT,Management,752
2019,BU,College of Business,MKT,Marketing,551
2019,BU,College of Business,PACC,Prep Master Accounting,15
2019,BU,College of Business,PCEP,PCert-Entrepreneurship,2
2019,BU,College of Business,PCFP,PCert-Personal Financial Plan,1
2019,BU,College of Business,PCSA,PCert-Sales,1
2019,ED,School of Education,EDPB,SOE Applicant-Post-bac,6
2019,ED,School of Education,EDU,Elementary Education,346
2019,ED,School of Education,ELCE,Early Childhood Education,168
2019,ED,School of Education,IDP,Individualized Degree Program,13
2019,ED,School of Education,LECE,Licensure-Early Childhood Educ,6
2019,ED,School of Education,LEDS,Licensure-Secondary Education,38
2019,ED,School of Education,LEED,Licensure-Elementary Education,3
2019,ED,School of Education,LK12,Licensure-K-12 Education,20
2019,ED,School of Education,LSPL,Licensure-Special Education,2
2019,ED,School of Education,LTIR,Licensure-Teacher in Residence,87
2019,ED,School of Education,PETE,K-12 Physical Education,59
2019,ED,School of Education,SED,Special Education,95
2019,ED,School of Education,TLE,Pre-Elementary Education,1
2019,ED,School of Education,TLS,Pre-Secondary Education,6
2019,ED,School of Education,UNED,"Education, Undeclared",55
2019,LA,"College of Letters, Arts, & Sciences",AFS,Africana Studies,8
2019,LA,"College of Letters, Arts, & Sciences",ANT,Anthropology,108
2019,LA,"College of Letters, Arts, & Sciences",ART,Art,396
2019,LA,"College of Letters, Arts, & Sciences",ARTE,Art Education,31
2019,LA,"College of Letters, Arts, & Sciences",ARTH,"ArtHistory,Theory&Criticism",32
2019,LA,"College of Letters, Arts, & Sciences",BCHM,Biochemistry,128
2019,LA,"College of Letters, Arts, & Sciences",BHS,Behavioral Science,1
2019,LA,"College of Letters, Arts, & Sciences",BIO,Biology,1056
2019,LA,"College of Letters, Arts, & Sciences",CDES,Communication Design,51
2019,LA,"College of Letters, Arts, & Sciences",CHE,Chemistry,128
2019,LA,"College of Letters, Arts, & Sciences",CHS,Chicano Studies,22
2019,LA,"College of Letters, Arts, & Sciences",CIN,Computer Information Systems,2
2019,LA,"College of Letters, Arts, & Sciences",COMS,Communication Studies,266
2019,HS,College of Health & Applied Science,CS,Computer Science,620
2019,HS,College of Health & Applied Science,CSI,Computer Science,2
2019,LA,"College of Letters, Arts, & Sciences",ENG,English,367
2019,LA,"College of Letters, Arts, & Sciences",ENT,Entrepreneurship,1
2019,LA,"College of Letters, Arts, & Sciences",ENV,Environmental Science,223
2019,LA,"College of Letters, Arts, & Sciences",GEG,Geography,42
2019,LA,"College of Letters, Arts, & Sciences",GELA,Applied Geology,43
2019,LA,"College of Letters, Arts, & Sciences",GSS,Geospatial Sciences,24
2019,LA,"College of Letters, Arts, & Sciences",GWS,Gndr Women Sexualities Studies,35
2019,LA,"College of Letters, Arts, & Sciences",HDFS,Human Dev. and Family Studies,55
2019,LA,"College of Letters, Arts, & Sciences",HDV,Human Development,64
2019,LA,"College of Letters, Arts, & Sciences",HIS,History,330
2019,LA,"College of Letters, Arts, & Sciences",IDP,Individualized Degree Program,63
2019,LA,"College of Letters, Arts, & Sciences",LIN,Linguistics,47
2019,LA,"College of Letters, Arts, & Sciences",MDL,Modern Languages,96
2019,LA,"College of Letters, Arts, & Sciences",MED,Music Education,89
2019,LA,"College of Letters, Arts, & Sciences",MTH,Mathematics,181
2019,LA,"College of Letters, Arts, & Sciences",MTR,Meteorology,40
2019,LA,"College of Letters, Arts, & Sciences",MUS,Music,314
2019,LA,"College of Letters, Arts, & Sciences",PCBA,PCert-BilingualEdSpecAgency,1
2019,LA,"College of Letters, Arts, & Sciences",PCST,PCert-Spanish Translation Prog,3
2019,LA,"College of Letters, Arts, & Sciences",PHI,Philosophy,40
2019,LA,"College of Letters, Arts, & Sciences",PHY,Physics,56
2019,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,212
