Major Code,Major Desc,Count,Year
CSTM,Certificate-STEMpath Cybrscrty,0,2003
CYBM,Cybersecurity-MS,0,2003
EJMP,Extended Journalism&Media Prod,0,2003
HDFS,Human Dev. and Family Studies,0,2003
HNS,Nutrition Science,0,2003
MPL,Media Production & Leadership,0,2003
NUTM,Human Nutrition & Dietetics-MS,0,2003
PCMM,PCert-Adv Comp Matrls & Mfg,0,2003
PCSM,PCert-Engineering Mfg,0,2003
PCUA,PCert-Urban Agriculture,0,2003
PNUT,Prep Master Hmn Nutr & Dietet,0,2003
PR,Public Relations,0,2003
PSYC,Psychology,0,2003
SLHS,"Speech, Lang, Hearing Sciences",0,2003
STA,Statistical Science,0,2003
SV,Sound and Vision,0,2003
SWKO,Social Work,0,2003
SWMO,Social Work-MSW-ONL,0,2003
TWE,Technical Writing & Editing,0,2003
VP,Video Production,0,2003
AAMO,Aviation & Aerospace Mgt-ONL,0,2003
BHAM,Clinical Behavioral Health,0,2003
BIT,Business Intelligence,0,2003
CLEA,Certificate-CyberLeadership,0,2003
CNDI,Certificate-DieteticInternship,0,2003
CSME,Certificate-Engineering Mfg,0,2003
CTRC,Certificate-Travel Consultant,0,2003
ENGO,English-ONL,0,2003
HCMO,Health Care Management-ONL,0,2003
HCPO,Health Care Profess. Srvcs ONL,0,2003
HDFO,Human Dev. & Family Stud.-ONL,0,2003
HLDR,Hospitality Leadership,0,2003
LSM,Lifestyle Medicine,0,2003
MGTO,Management-ONL,0,2003
MKTO,Marketing-ONL,0,2003
NBHM,Non-Degree Clinical Behvrl Hlt,0,2003
PCHY,PCert-High Risk Youth Studies,0,2003
PCIP,PCert-Instructional Technology,0,2003
PCIT,PCert-Instructional Technology,0,2003
UNTH,Undeclared Theatre-BFA,0,2003
0,Non-Degree Seeking,657,2004
AAS,African American Studies,17,2004
ACC,Accounting,748,2004
AMG,Aviation Management,106,2004
ANT,Anthropology,99,2004
ART,Art,806,2004
ATV,Aviation Technology,507,2004
BHS,Behavioral Science,905,2004
BIO,Biology,879,2004
CET,Civil Engineering Technology,143,2004
CFP,Certificate-Persnl Fin Planng,0,2004
CHE,Chemistry,244,2004
CHS,Chicano Studies,18,2004
CIN,Computer Information Systems,574,2004
CJC,Criminal Justice & Criminology,1120,2004
CSI,Computer Science,358,2004
ECO,Economics,90,2004
EET,Electrical Engineering Tech,155,2004
ENG,English,651,2004
ENG6,Creative Writing,0,2004
ENV,Environmental Science,135,2004
FIN,Finance,547,2004
HCM,Health Care Management,161,2004
HIS,History,625,2004
HMT,"Hospitality, Meeting & Tvl Adm",249,2004
HPS,Human Performance & Sport,462,2004
HSP,Human Services,381,2004
HSW,Human Services,0,2004
IDP,Individualized Degree Program,179,2004
IND,Industrial Design,195,2004
ITS,Industrial & Technical Studies,0,2004
JRN,Journalism,400,2004
LECE,Licensure-Early Childhood Educ,21,2004
LEDS,Licensure-Secondary Education,158,2004
LEED,Licensure-Elementary Education,154,2004
LES,Leisure Studies,57,2004
LK12,Licensure-K-12 Education,54,2004
LSPL,Licensure-Special Education,60,2004
LTIR,Licensure-Teacher in Residence,176,2004
LTLE,Licensure-General Elementary,0,2004
LTLG,Licensure-General Teacher Lic,96,2004
LUS,Land Use,94,2004
MDL,Modern Languages,269,2004
MED,Music Education,104,2004
MET,Mechanical Engineering Tech,139,2004
MGT,Management,948,2004
MKT,Marketing,626,2004
MTH,Mathematics,198,2004
MTR,Meteorology,64,2004
MUS,Music,169,2004
NUR,Nursing,173,2004
PHI,Philosophy,70,2004
PHY,Physics,46,2004
PSC,Political Science,281,2004
PSY,Psychology,810,2004
SOC,Sociology,130,2004
SPA,Spanish,0,2004
SPC,Speech Communication,328,2004
SUM,Surveying & Mapping,57,2004
SWK,Social Work,220,2004
TCM,Technical Communications,140,2004
TIA,Technical & Industrial Admin,0,2004
TLC,Pre-Early Childhood Education,2,2004
TLE,Pre-Elementary Education,24,2004
TLK,Pre-K-12 Education,13,2004
TLP,Pre-Special Education,12,2004
TLS,Pre-Secondary Education,31,2004
UND,Undeclared,3273,2004
UNN,Undeclared Nursing Interest,116,2004
CBF,Certificate-French Basic Comp,0,2004
CCS,Certificate-Condtiong Speclist,0,2004
CGP,Certificate-Gerontology-PrfSrv,0,2004
HDV,Human Development,84,2004
SED,Special Education,82,2004
CDA,Certificate-Database Speclist,1,2004
CEE,Certificate-Electric Engg Tech,0,2004
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2004
THE,Theatre,93,2004
CBS,Certificate-Spanish Basic Comp,1,2004
CGIS,Certificate-Geographic Info Sy,1,2004
CHY,Certificate-High Risk Youth,0,2004
CMP,Certificate-Multimedia Prodctn,0,2004
CSKA,Certificate-Family Presrv Svcs,0,2004
CSKE,Certificate-Gay-Lesbian Svcs,0,2004
CGTS,Certificate-Geotechnology Syst,0,2004
CSKF,Certificate-Women's Services,0,2004
ITP,Integrative Therapeutic Pract,0,2004
CNS,Certificate-Network Spec in IS,0,2004
HTE,"Hospitality, Tourism & Events",0,2004
RECR,Recreation Professions,0,2004
CSR2,Certificate-Engr/Constr Surv,0,2004
HND,Human Nutrition-Dietetics,0,2004
ATH,Athletic Training,0,2004
CAC,Certificate-Accounting,0,2004
CCP,Certificate-Career&Prsnl Devlt,0,2004
CPD,Certificate-Public Adminstrtn,0,2004
CWE,Certificate-Tech Writng&Editng,0,2004
SLH,Speech Lang & Hearing Science,0,2004
ACCM,Professional Accountancy,0,2004
CSL,Certificate-SpcLangPathlgyAsst,0,2004
CWD,Certificate-WebDeveloprInfoSys,0,2004
TEDM,Teacher Education-MAT,0,2004
WMS,Women's Studies,0,2004
LIN,Linguistics,0,2004
NACM,Non-Degree Prof Accountancy,0,2004
NTEM,Non-Degree Teacher Education,0,2004
SWKM,Social Work-MSW,0,2004
ARTH,"ArtHistory,Theory&Criticism",0,2004
NSWM,Non-Degree Social Work,0,2004
AAM,Aviation & Aerospace Mgt,0,2004
AFS,Africana Studies,0,2004
ASC,Aviation and Aerospace Science,0,2004
CDES,Communication Design,0,2004
CS,Computer Science,0,2004
UNED,"Education, Undeclared",0,2004
BCHM,Biochemistry,0,2004
ELCE,Early Childhood Education,0,2004
IHC,Integrative Health Care,0,2004
EDU,Elementary Education,0,2004
BRWO,Brewery Operations,0,2004
BRWP,Brew Pub Operations,0,2004
CBRW,Certificate-Brewing Science,0,2004
CEM,Certificate-Events Management,0,2004
CEP,Certificate-Entrepreneurship,0,2004
CEVT,Certificate-Event & Meeting Mg,0,2004
CHDS,Certificate-HealthDataScience,0,2004
CHM,Certificate-Hotel Management,0,2004
CISP,Certificate-Indiv Suprvsd Prac,0,2004
CNPS,Certificate-Nonprofit Studies,0,2004
COMS,Communication Studies,0,2004
CRM,Certificate-Restaurant Mgmt,0,2004
CSS,Certificate-SLHS-Leveling,0,2004
CST,Certificate-Span Transltn Prog,0,2004
CWC,Certificate-Wellness Coaching,0,2004
EDPB,SOE Applicant-Post-bac,0,2004
ENT,Entrepreneurship,0,2004
EVTM,Event & Meeting Management,0,2004
GBS,Global Business Studies,0,2004
GSS,Geospatial Sciences,0,2004
HCIS,Health Care Information System,0,2004
IBM,International Business,0,2004
IDPD,IDP-DIME,0,2004
MTHC,Math Masters Courses,0,2004
PACC,Prep Master Accounting,0,2004
PCEP,PCert-Entrepreneurship,0,2004
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2004
PSWK,Prep Master Social Work,0,2004
PTED,Prep Master Teacher Ed,0,2004
UNSW,Undeclared Social Work,0,2004
AMS,Advncd Manufacturing Sciences,0,2004
ARTE,Art Education,0,2004
ATP,Athletic Training,0,2004
BUSM,Business Administration,0,2004
CASS,Certificate-Autsm&SgnftSupNeed,0,2004
CBPO,Craft Brewing & Pub Operations,0,2004
CPE,Computer Engineering,0,2004
CPM,Construction Project Mngmt,0,2004
CSC,Certificate-Space Commercltzn,0,2004
EVE,Environmental Engineering,0,2004
EXS,Exercise Science,0,2004
FERA,Fire & Emergency Response Adm,0,2004
GEG,Geography,0,2004
GELA,Applied Geology,0,2004
GWS,Gndr Women Sexualities Studies,0,2004
HCMM,Health Administration,0,2004
HCPS,Health Care Professional Srvcs,0,2004
HTL,Hotel Management,0,2004
NBSM,Non-Degree Business Admin,0,2004
PCBR,PCert-Brewing Science,0,2004
PCEE,PCert-Electrical EngineerTech,0,2004
PCEV,PCert-Event & Meeting Mgt,0,2004
PCFP,PCert-Personal Financial Plan,0,2004
PCGI,PCert-Geographic Info Systems,0,2004
PCHD,PCert-Health Data Science,0,2004
PCME,PCert-AddManufacturingEngineer,0,2004
PCNP,PCert-Nonprofit Studies,0,2004
PCOR,PCert-Outdoor Rec Leadership,0,2004
PCSA,PCert-Sales,0,2004
PCSS,PCert-SLHS-Leveling,0,2004
PCTM,PCert-Tourism Management,0,2004
PETE,K-12 Physical Education,0,2004
RST,Restaurant Management,0,2004
SM,Sport Management,0,2004
SSE,Sustainable System Engineering,0,2004
TTM,Travel and Tourism Management,0,2004
BJRN,Broadcast Journalism,0,2004
CWS,Certificate-Water Studies,0,2004
CYB,Cybersecurity,0,2004
DANC,Dance,0,2004
PCAM,PCert-Airport Management,0,2004
PCBA,PCert-BilingualEdSpecAgency,0,2004
PCBO,PCert-Brewery Operations,0,2004
PCCT,PCert-Corporate Travel,0,2004
PCHM,PCert-Hotel Management,0,2004
PCRM,PCert-Restaurant Management,0,2004
PCSC,PCert-Space Commercialization,0,2004
PCST,PCert-Spanish Translation Prog,0,2004
PCTR,PCert-Travel Consultant,0,2004
PUND,Prep External,0,2004
UNDM,Pre-DIME,0,2004
UNID,Undeclared IDP,0,2004
BNK,Banking,0,2004
CAME,Certificate-AdditiveMfgEngneer,0,2004
CBO,Certificate-Brewery Operations,0,2004
CHNS,Certificate-Hmn Nutrition Sci,0,2004
CIM,Computer Info Syst & Mgt Sci,0,2004
CSTM,Certificate-STEMpath Cybrscrty,0,2004
CYBM,Cybersecurity-MS,0,2004
EJMP,Extended Journalism&Media Prod,0,2004
HDFS,Human Dev. and Family Studies,0,2004
HNS,Nutrition Science,0,2004
MPL,Media Production & Leadership,0,2004
NUTM,Human Nutrition & Dietetics-MS,0,2004
PCMM,PCert-Adv Comp Matrls & Mfg,0,2004
PCSM,PCert-Engineering Mfg,0,2004
PCUA,PCert-Urban Agriculture,0,2004
PNUT,Prep Master Hmn Nutr & Dietet,0,2004
PR,Public Relations,0,2004
PSYC,Psychology,0,2004
SLHS,"Speech, Lang, Hearing Sciences",0,2004
STA,Statistical Science,0,2004
SV,Sound and Vision,0,2004
SWKO,Social Work,0,2004
SWMO,Social Work-MSW-ONL,0,2004
TWE,Technical Writing & Editing,0,2004
VP,Video Production,0,2004
AAMO,Aviation & Aerospace Mgt-ONL,0,2004
BHAM,Clinical Behavioral Health,0,2004
BIT,Business Intelligence,0,2004
CLEA,Certificate-CyberLeadership,0,2004
CNDI,Certificate-DieteticInternship,0,2004
CSME,Certificate-Engineering Mfg,0,2004
CTRC,Certificate-Travel Consultant,0,2004
ENGO,English-ONL,0,2004
HCMO,Health Care Management-ONL,0,2004
HCPO,Health Care Profess. Srvcs ONL,0,2004
HDFO,Human Dev. & Family Stud.-ONL,0,2004
HLDR,Hospitality Leadership,0,2004
LSM,Lifestyle Medicine,0,2004
MGTO,Management-ONL,0,2004
MKTO,Marketing-ONL,0,2004
NBHM,Non-Degree Clinical Behvrl Hlt,0,2004
PCHY,PCert-High Risk Youth Studies,0,2004
PCIP,PCert-Instructional Technology,0,2004
PCIT,PCert-Instructional Technology,0,2004
UNTH,Undeclared Theatre-BFA,0,2004
0,Non-Degree Seeking,582,2005
AAS,African American Studies,19,2005
ACC,Accounting,775,2005
AMG,Aviation Management,103,2005
ANT,Anthropology,120,2005
ART,Art,841,2005
ATV,Aviation Technology,453,2005
BHS,Behavioral Science,851,2005
BIO,Biology,893,2005
CET,Civil Engineering Technology,142,2005
CFP,Certificate-Persnl Fin Planng,0,2005
CHE,Chemistry,255,2005
CHS,Chicano Studies,23,2005
CIN,Computer Information Systems,461,2005
CJC,Criminal Justice & Criminology,1146,2005
CSI,Computer Science,337,2005
ECO,Economics,88,2005
EET,Electrical Engineering Tech,157,2005
ENG,English,684,2005
ENG6,Creative Writing,0,2005
ENV,Environmental Science,155,2005
FIN,Finance,554,2005
HCM,Health Care Management,196,2005
HIS,History,639,2005
HMT,"Hospitality, Meeting & Tvl Adm",271,2005
HPS,Human Performance & Sport,493,2005
HSP,Human Services,379,2005
HSW,Human Services,0,2005
IDP,Individualized Degree Program,201,2005
IND,Industrial Design,219,2005
ITS,Industrial & Technical Studies,0,2005
JRN,Journalism,417,2005
LECE,Licensure-Early Childhood Educ,15,2005
LEDS,Licensure-Secondary Education,137,2005
LEED,Licensure-Elementary Education,176,2005
LES,Leisure Studies,54,2005
LK12,Licensure-K-12 Education,52,2005
LSPL,Licensure-Special Education,59,2005
LTIR,Licensure-Teacher in Residence,132,2005
LTLE,Licensure-General Elementary,0,2005
LTLG,Licensure-General Teacher Lic,75,2005
LUS,Land Use,112,2005
MDL,Modern Languages,249,2005
MED,Music Education,152,2005
MET,Mechanical Engineering Tech,139,2005
MGT,Management,1012,2005
MKT,Marketing,655,2005
MTH,Mathematics,197,2005
MTR,Meteorology,57,2005
MUS,Music,173,2005
NUR,Nursing,106,2005
PHI,Philosophy,74,2005
PHY,Physics,56,2005
PSC,Political Science,311,2005
PSY,Psychology,829,2005
SOC,Sociology,148,2005
SPA,Spanish,0,2005
SPC,Speech Communication,324,2005
SUM,Surveying & Mapping,57,2005
SWK,Social Work,241,2005
TCM,Technical Communications,127,2005
TIA,Technical & Industrial Admin,0,2005
TLC,Pre-Early Childhood Education,4,2005
TLE,Pre-Elementary Education,26,2005
TLK,Pre-K-12 Education,15,2005
TLP,Pre-Special Education,10,2005
TLS,Pre-Secondary Education,24,2005
UND,Undeclared,3166,2005
UNN,Undeclared Nursing Interest,194,2005
CBF,Certificate-French Basic Comp,2,2005
CCS,Certificate-Condtiong Speclist,0,2005
CGP,Certificate-Gerontology-PrfSrv,0,2005
HDV,Human Development,142,2005
SED,Special Education,125,2005
CDA,Certificate-Database Speclist,3,2005
CEE,Certificate-Electric Engg Tech,0,2005
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2005
THE,Theatre,118,2005
CBS,Certificate-Spanish Basic Comp,4,2005
CGIS,Certificate-Geographic Info Sy,0,2005
CHY,Certificate-High Risk Youth,1,2005
CMP,Certificate-Multimedia Prodctn,1,2005
CSKA,Certificate-Family Presrv Svcs,2,2005
CSKE,Certificate-Gay-Lesbian Svcs,1,2005
CGTS,Certificate-Geotechnology Syst,0,2005
CSKF,Certificate-Women's Services,0,2005
ITP,Integrative Therapeutic Pract,0,2005
CNS,Certificate-Network Spec in IS,0,2005
HTE,"Hospitality, Tourism & Events",0,2005
RECR,Recreation Professions,0,2005
CSR2,Certificate-Engr/Constr Surv,0,2005
HND,Human Nutrition-Dietetics,0,2005
ATH,Athletic Training,0,2005
CAC,Certificate-Accounting,0,2005
CCP,Certificate-Career&Prsnl Devlt,0,2005
CPD,Certificate-Public Adminstrtn,0,2005
CWE,Certificate-Tech Writng&Editng,0,2005
SLH,Speech Lang & Hearing Science,0,2005
ACCM,Professional Accountancy,0,2005
CSL,Certificate-SpcLangPathlgyAsst,0,2005
CWD,Certificate-WebDeveloprInfoSys,0,2005
TEDM,Teacher Education-MAT,0,2005
WMS,Women's Studies,0,2005
LIN,Linguistics,0,2005
NACM,Non-Degree Prof Accountancy,0,2005
NTEM,Non-Degree Teacher Education,0,2005
SWKM,Social Work-MSW,0,2005
ARTH,"ArtHistory,Theory&Criticism",0,2005
NSWM,Non-Degree Social Work,0,2005
AAM,Aviation & Aerospace Mgt,0,2005
AFS,Africana Studies,0,2005
ASC,Aviation and Aerospace Science,0,2005
CDES,Communication Design,0,2005
CS,Computer Science,0,2005
UNED,"Education, Undeclared",0,2005
BCHM,Biochemistry,0,2005
ELCE,Early Childhood Education,0,2005
IHC,Integrative Health Care,0,2005
EDU,Elementary Education,0,2005
BRWO,Brewery Operations,0,2005
BRWP,Brew Pub Operations,0,2005
CBRW,Certificate-Brewing Science,0,2005
CEM,Certificate-Events Management,0,2005
CEP,Certificate-Entrepreneurship,0,2005
CEVT,Certificate-Event & Meeting Mg,0,2005
CHDS,Certificate-HealthDataScience,0,2005
CHM,Certificate-Hotel Management,0,2005
CISP,Certificate-Indiv Suprvsd Prac,0,2005
CNPS,Certificate-Nonprofit Studies,0,2005
COMS,Communication Studies,0,2005
CRM,Certificate-Restaurant Mgmt,0,2005
CSS,Certificate-SLHS-Leveling,0,2005
CST,Certificate-Span Transltn Prog,0,2005
CWC,Certificate-Wellness Coaching,0,2005
EDPB,SOE Applicant-Post-bac,0,2005
ENT,Entrepreneurship,0,2005
EVTM,Event & Meeting Management,0,2005
GBS,Global Business Studies,0,2005
GSS,Geospatial Sciences,0,2005
HCIS,Health Care Information System,0,2005
IBM,International Business,0,2005
IDPD,IDP-DIME,0,2005
MTHC,Math Masters Courses,0,2005
PACC,Prep Master Accounting,0,2005
PCEP,PCert-Entrepreneurship,0,2005
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2005
PSWK,Prep Master Social Work,0,2005
PTED,Prep Master Teacher Ed,0,2005
UNSW,Undeclared Social Work,0,2005
AMS,Advncd Manufacturing Sciences,0,2005
ARTE,Art Education,0,2005
ATP,Athletic Training,0,2005
BUSM,Business Administration,0,2005
CASS,Certificate-Autsm&SgnftSupNeed,0,2005
CBPO,Craft Brewing & Pub Operations,0,2005
CPE,Computer Engineering,0,2005
CPM,Construction Project Mngmt,0,2005
CSC,Certificate-Space Commercltzn,0,2005
EVE,Environmental Engineering,0,2005
EXS,Exercise Science,0,2005
FERA,Fire & Emergency Response Adm,0,2005
GEG,Geography,0,2005
GELA,Applied Geology,0,2005
GWS,Gndr Women Sexualities Studies,0,2005
HCMM,Health Administration,0,2005
HCPS,Health Care Professional Srvcs,0,2005
HTL,Hotel Management,0,2005
NBSM,Non-Degree Business Admin,0,2005
PCBR,PCert-Brewing Science,0,2005
PCEE,PCert-Electrical EngineerTech,0,2005
PCEV,PCert-Event & Meeting Mgt,0,2005
PCFP,PCert-Personal Financial Plan,0,2005
PCGI,PCert-Geographic Info Systems,0,2005
PCHD,PCert-Health Data Science,0,2005
PCME,PCert-AddManufacturingEngineer,0,2005
PCNP,PCert-Nonprofit Studies,0,2005
PCOR,PCert-Outdoor Rec Leadership,0,2005
PCSA,PCert-Sales,0,2005
PCSS,PCert-SLHS-Leveling,0,2005
PCTM,PCert-Tourism Management,0,2005
PETE,K-12 Physical Education,0,2005
RST,Restaurant Management,0,2005
SM,Sport Management,0,2005
SSE,Sustainable System Engineering,0,2005
TTM,Travel and Tourism Management,0,2005
BJRN,Broadcast Journalism,0,2005
CWS,Certificate-Water Studies,0,2005
CYB,Cybersecurity,0,2005
DANC,Dance,0,2005
PCAM,PCert-Airport Management,0,2005
PCBA,PCert-BilingualEdSpecAgency,0,2005
PCBO,PCert-Brewery Operations,0,2005
PCCT,PCert-Corporate Travel,0,2005
PCHM,PCert-Hotel Management,0,2005
PCRM,PCert-Restaurant Management,0,2005
PCSC,PCert-Space Commercialization,0,2005
PCST,PCert-Spanish Translation Prog,0,2005
PCTR,PCert-Travel Consultant,0,2005
PUND,Prep External,0,2005
UNDM,Pre-DIME,0,2005
UNID,Undeclared IDP,0,2005
BNK,Banking,0,2005
CAME,Certificate-AdditiveMfgEngneer,0,2005
CBO,Certificate-Brewery Operations,0,2005
CHNS,Certificate-Hmn Nutrition Sci,0,2005
CIM,Computer Info Syst & Mgt Sci,0,2005
CSTM,Certificate-STEMpath Cybrscrty,0,2005
CYBM,Cybersecurity-MS,0,2005
EJMP,Extended Journalism&Media Prod,0,2005
HDFS,Human Dev. and Family Studies,0,2005
HNS,Nutrition Science,0,2005
MPL,Media Production & Leadership,0,2005
NUTM,Human Nutrition & Dietetics-MS,0,2005
PCMM,PCert-Adv Comp Matrls & Mfg,0,2005
PCSM,PCert-Engineering Mfg,0,2005
PCUA,PCert-Urban Agriculture,0,2005
PNUT,Prep Master Hmn Nutr & Dietet,0,2005
PR,Public Relations,0,2005
PSYC,Psychology,0,2005
SLHS,"Speech, Lang, Hearing Sciences",0,2005
STA,Statistical Science,0,2005
SV,Sound and Vision,0,2005
SWKO,Social Work,0,2005
SWMO,Social Work-MSW-ONL,0,2005
TWE,Technical Writing & Editing,0,2005
VP,Video Production,0,2005
AAMO,Aviation & Aerospace Mgt-ONL,0,2005
BHAM,Clinical Behavioral Health,0,2005
BIT,Business Intelligence,0,2005
CLEA,Certificate-CyberLeadership,0,2005
CNDI,Certificate-DieteticInternship,0,2005
CSME,Certificate-Engineering Mfg,0,2005
CTRC,Certificate-Travel Consultant,0,2005
ENGO,English-ONL,0,2005
HCMO,Health Care Management-ONL,0,2005
HCPO,Health Care Profess. Srvcs ONL,0,2005
HDFO,Human Dev. & Family Stud.-ONL,0,2005
HLDR,Hospitality Leadership,0,2005
LSM,Lifestyle Medicine,0,2005
MGTO,Management-ONL,0,2005
MKTO,Marketing-ONL,0,2005
NBHM,Non-Degree Clinical Behvrl Hlt,0,2005
PCHY,PCert-High Risk Youth Studies,0,2005
PCIP,PCert-Instructional Technology,0,2005
PCIT,PCert-Instructional Technology,0,2005
UNTH,Undeclared Theatre-BFA,0,2005
0,Non-Degree Seeking,622,2006
AAS,African American Studies,18,2006
ACC,Accounting,799,2006
AMG,Aviation Management,85,2006
ANT,Anthropology,133,2006
ART,Art,857,2006
ATV,Aviation Technology,408,2006
BHS,Behavioral Science,753,2006
BIO,Biology,1004,2006
CET,Civil Engineering Technology,153,2006
CFP,Certificate-Persnl Fin Planng,0,2006
CHE,Chemistry,256,2006
CHS,Chicano Studies,21,2006
CIN,Computer Information Systems,418,2006
CJC,Criminal Justice & Criminology,1111,2006
CSI,Computer Science,298,2006
ECO,Economics,79,2006
EET,Electrical Engineering Tech,162,2006
ENG,English,720,2006
ENG6,Creative Writing,0,2006
ENV,Environmental Science,156,2006
FIN,Finance,540,2006
HCM,Health Care Management,205,2006
HIS,History,637,2006
HMT,"Hospitality, Meeting & Tvl Adm",308,2006
HPS,Human Performance & Sport,503,2006
HSP,Human Services,350,2006
HSW,Human Services,0,2006
IDP,Individualized Degree Program,175,2006
IND,Industrial Design,211,2006
ITS,Industrial & Technical Studies,0,2006
JRN,Journalism,449,2006
LECE,Licensure-Early Childhood Educ,12,2006
LEDS,Licensure-Secondary Education,99,2006
LEED,Licensure-Elementary Education,159,2006
LES,Leisure Studies,57,2006
LK12,Licensure-K-12 Education,38,2006
LSPL,Licensure-Special Education,51,2006
LTIR,Licensure-Teacher in Residence,137,2006
LTLE,Licensure-General Elementary,0,2006
LTLG,Licensure-General Teacher Lic,62,2006
LUS,Land Use,124,2006
MDL,Modern Languages,227,2006
MED,Music Education,196,2006
MET,Mechanical Engineering Tech,145,2006
MGT,Management,1048,2006
MKT,Marketing,659,2006
MTH,Mathematics,173,2006
MTR,Meteorology,73,2006
MUS,Music,145,2006
NUR,Nursing,127,2006
PHI,Philosophy,94,2006
PHY,Physics,51,2006
PSC,Political Science,308,2006
PSY,Psychology,829,2006
SOC,Sociology,137,2006
SPA,Spanish,0,2006
SPC,Speech Communication,325,2006
SUM,Surveying & Mapping,72,2006
SWK,Social Work,298,2006
TCM,Technical Communications,108,2006
TIA,Technical & Industrial Admin,0,2006
TLC,Pre-Early Childhood Education,4,2006
TLE,Pre-Elementary Education,25,2006
TLK,Pre-K-12 Education,12,2006
TLP,Pre-Special Education,15,2006
TLS,Pre-Secondary Education,24,2006
UND,Undeclared,3202,2006
UNN,Undeclared Nursing Interest,183,2006
CBF,Certificate-French Basic Comp,2,2006
CCS,Certificate-Condtiong Speclist,0,2006
CGP,Certificate-Gerontology-PrfSrv,0,2006
HDV,Human Development,191,2006
SED,Special Education,143,2006
CDA,Certificate-Database Speclist,0,2006
CEE,Certificate-Electric Engg Tech,0,2006
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2006
THE,Theatre,133,2006
CBS,Certificate-Spanish Basic Comp,3,2006
CGIS,Certificate-Geographic Info Sy,2,2006
CHY,Certificate-High Risk Youth,0,2006
CMP,Certificate-Multimedia Prodctn,0,2006
CSKA,Certificate-Family Presrv Svcs,0,2006
CSKE,Certificate-Gay-Lesbian Svcs,0,2006
CGTS,Certificate-Geotechnology Syst,1,2006
CSKF,Certificate-Women's Services,1,2006
ITP,Integrative Therapeutic Pract,27,2006
CNS,Certificate-Network Spec in IS,0,2006
HTE,"Hospitality, Tourism & Events",0,2006
RECR,Recreation Professions,0,2006
CSR2,Certificate-Engr/Constr Surv,0,2006
HND,Human Nutrition-Dietetics,0,2006
ATH,Athletic Training,0,2006
CAC,Certificate-Accounting,0,2006
CCP,Certificate-Career&Prsnl Devlt,0,2006
CPD,Certificate-Public Adminstrtn,0,2006
CWE,Certificate-Tech Writng&Editng,0,2006
SLH,Speech Lang & Hearing Science,0,2006
ACCM,Professional Accountancy,0,2006
CSL,Certificate-SpcLangPathlgyAsst,0,2006
CWD,Certificate-WebDeveloprInfoSys,0,2006
TEDM,Teacher Education-MAT,0,2006
WMS,Women's Studies,0,2006
LIN,Linguistics,0,2006
NACM,Non-Degree Prof Accountancy,0,2006
NTEM,Non-Degree Teacher Education,0,2006
SWKM,Social Work-MSW,0,2006
ARTH,"ArtHistory,Theory&Criticism",0,2006
NSWM,Non-Degree Social Work,0,2006
AAM,Aviation & Aerospace Mgt,0,2006
AFS,Africana Studies,0,2006
ASC,Aviation and Aerospace Science,0,2006
CDES,Communication Design,0,2006
CS,Computer Science,0,2006
UNED,"Education, Undeclared",0,2006
BCHM,Biochemistry,0,2006
ELCE,Early Childhood Education,0,2006
IHC,Integrative Health Care,0,2006
EDU,Elementary Education,0,2006
BRWO,Brewery Operations,0,2006
BRWP,Brew Pub Operations,0,2006
CBRW,Certificate-Brewing Science,0,2006
CEM,Certificate-Events Management,0,2006
CEP,Certificate-Entrepreneurship,0,2006
CEVT,Certificate-Event & Meeting Mg,0,2006
CHDS,Certificate-HealthDataScience,0,2006
CHM,Certificate-Hotel Management,0,2006
CISP,Certificate-Indiv Suprvsd Prac,0,2006
CNPS,Certificate-Nonprofit Studies,0,2006
COMS,Communication Studies,0,2006
CRM,Certificate-Restaurant Mgmt,0,2006
CSS,Certificate-SLHS-Leveling,0,2006
CST,Certificate-Span Transltn Prog,0,2006
CWC,Certificate-Wellness Coaching,0,2006
EDPB,SOE Applicant-Post-bac,0,2006
ENT,Entrepreneurship,0,2006
EVTM,Event & Meeting Management,0,2006
GBS,Global Business Studies,0,2006
GSS,Geospatial Sciences,0,2006
HCIS,Health Care Information System,0,2006
IBM,International Business,0,2006
IDPD,IDP-DIME,0,2006
MTHC,Math Masters Courses,0,2006
PACC,Prep Master Accounting,0,2006
PCEP,PCert-Entrepreneurship,0,2006
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2006
PSWK,Prep Master Social Work,0,2006
PTED,Prep Master Teacher Ed,0,2006
UNSW,Undeclared Social Work,0,2006
AMS,Advncd Manufacturing Sciences,0,2006
ARTE,Art Education,0,2006
ATP,Athletic Training,0,2006
BUSM,Business Administration,0,2006
CASS,Certificate-Autsm&SgnftSupNeed,0,2006
CBPO,Craft Brewing & Pub Operations,0,2006
CPE,Computer Engineering,0,2006
CPM,Construction Project Mngmt,0,2006
CSC,Certificate-Space Commercltzn,0,2006
EVE,Environmental Engineering,0,2006
EXS,Exercise Science,0,2006
FERA,Fire & Emergency Response Adm,0,2006
GEG,Geography,0,2006
GELA,Applied Geology,0,2006
GWS,Gndr Women Sexualities Studies,0,2006
HCMM,Health Administration,0,2006
